obs_date,store_no,city,country,temp_max_c,temp_min_c,precipitation_mm,condition
2023-11-25,58745,Ahmedabad,India,24.7,16.6,0.0,SUNNY
2023-11-25,62003,Delhi,India,19.8,11.1,0.0,SUNNY
2023-11-25,64301,Chandigarh,India,17.3,5.4,0.0,SUNNY
2023-11-25,66782,Mumbai,India,26.7,15.5,0.0,PARTLY_CLOUDY
2023-11-25,70001,Los Angeles,USA,20.1,12.5,0.0,SUNNY
2023-11-25,70002,Minneapolis,USA,3.8,-3.8,0.0,SUNNY
2023-11-25,70003,Dallas,USA,15.9,4.3,0.0,SUNNY
2023-11-25,70004,Washington DC,USA,11.0,0.6,3.8,CLOUDY
2023-11-25,70005,Philadelphia,USA,14.7,3.7,0.0,SUNNY
2023-11-25,80001,London,UK,9.4,1.7,5.8,RAINY
2023-11-25,80002,London,UK,12.8,1.6,0.0,SUNNY
2023-11-25,80003,Manchester,UK,11.6,1.7,2.3,CLOUDY
2023-11-25,80004,Sheffield,UK,9.0,1.4,0.0,PARTLY_CLOUDY
2023-11-25,90001,Dubai,UAE,26.2,14.8,0.0,SUNNY
2023-11-25,90002,Dubai,UAE,26.6,15.0,0.0,SUNNY
2023-11-25,90003,Abu Dhabi,UAE,25.1,18.3,0.0,SUNNY
2023-11-25,95001,Singapore,Singapore,29.7,18.4,0.6,CLOUDY
2023-11-25,95002,Singapore,Singapore,27.9,21.2,0.9,CLOUDY
2023-11-26,33487,Kolkata,India,23.1,14.6,0.0,SUNNY
2023-11-26,39876,Mumbai,India,28.2,22.1,0.0,SUNNY
2023-11-26,41203,Delhi,India,20.8,15.2,0.0,PARTLY_CLOUDY
2023-11-26,44512,Bangalore,India,32.6,20.8,0.0,SUNNY
2023-11-26,47889,Chennai,India,27.8,22.8,0.0,PARTLY_CLOUDY
2023-11-26,51234,Hyderabad,India,23.5,16.1,0.0,SUNNY
2023-11-26,53901,Kochi,India,27.1,15.9,0.0,SUNNY
2023-11-26,56123,Bangalore,India,25.8,16.3,0.0,SUNNY
2023-11-26,58745,Ahmedabad,India,25.6,16.7,0.0,PARTLY_CLOUDY
2023-11-26,62003,Delhi,India,22.4,12.1,0.0,SUNNY
2023-11-26,64301,Chandigarh,India,21.2,13.3,0.0,SUNNY
2023-11-26,66782,Mumbai,India,30.8,22.5,0.0,SUNNY
2023-11-26,70001,Los Angeles,USA,19.4,8.4,0.0,SUNNY
2023-11-26,70002,Minneapolis,USA,-0.2,-5.9,0.0,SNOWY
2023-11-26,70003,Dallas,USA,18.7,10.6,0.0,PARTLY_CLOUDY
2023-11-26,70004,Washington DC,USA,12.8,4.8,0.0,PARTLY_CLOUDY
2023-11-26,70005,Philadelphia,USA,7.6,2.0,0.7,CLOUDY
2023-11-26,80001,London,UK,14.6,6.9,1.2,CLOUDY
2023-11-26,80002,London,UK,10.0,2.0,0.0,SUNNY
2023-11-26,80003,Manchester,UK,8.5,-0.2,6.6,RAINY
2023-11-26,80004,Sheffield,UK,8.1,0.5,0.0,SUNNY
2023-11-26,90001,Dubai,UAE,23.7,13.2,0.0,SUNNY
2023-11-26,90002,Dubai,UAE,28.3,16.4,0.0,SUNNY
2023-11-26,90003,Abu Dhabi,UAE,26.5,19.4,0.0,PARTLY_CLOUDY
2023-11-26,95001,Singapore,Singapore,31.8,21.0,0.3,CLOUDY
2023-11-26,95002,Singapore,Singapore,27.9,17.0,2.8,CLOUDY
2023-11-27,33487,Kolkata,India,23.4,15.8,0.0,SUNNY
2023-11-27,39876,Mumbai,India,25.4,18.4,0.0,SUNNY
2023-11-27,41203,Delhi,India,21.4,14.2,0.0,SUNNY
2023-11-27,44512,Bangalore,India,29.4,21.8,0.0,SUNNY
2023-11-27,47889,Chennai,India,36.8,29.9,0.0,PARTLY_CLOUDY
2023-11-27,51234,Hyderabad,India,24.1,16.6,0.0,SUNNY
2023-11-27,53901,Kochi,India,29.2,17.6,0.0,SUNNY
2023-11-27,56123,Bangalore,India,25.7,17.8,0.0,PARTLY_CLOUDY
2023-11-27,58745,Ahmedabad,India,26.9,21.9,0.0,PARTLY_CLOUDY
2023-11-27,62003,Delhi,India,28.4,23.2,0.0,PARTLY_CLOUDY
2023-11-27,64301,Chandigarh,India,23.2,13.4,0.0,SUNNY
2023-11-27,66782,Mumbai,India,27.3,19.0,0.0,SUNNY
2023-11-27,70001,Los Angeles,USA,17.2,9.5,0.0,SUNNY
2023-11-27,70002,Minneapolis,USA,1.1,-10.1,0.0,SUNNY
2023-11-27,70003,Dallas,USA,18.0,6.4,10.5,RAINY
2023-11-27,70004,Washington DC,USA,10.8,0.1,1.7,CLOUDY
2023-11-27,70005,Philadelphia,USA,8.3,-1.2,0.0,PARTLY_CLOUDY
2023-11-27,80001,London,UK,9.1,-0.7,2.4,CLOUDY
2023-11-27,80002,London,UK,9.8,-0.8,1.5,CLOUDY
2023-11-27,80003,Manchester,UK,17.4,9.9,0.0,PARTLY_CLOUDY
2023-11-27,80004,Sheffield,UK,8.5,1.6,0.7,CLOUDY
2023-11-27,90001,Dubai,UAE,26.0,16.9,0.1,CLOUDY
2023-11-27,90002,Dubai,UAE,24.3,15.1,0.0,SUNNY
2023-11-27,90003,Abu Dhabi,UAE,24.8,16.5,0.0,SUNNY
2023-11-27,95001,Singapore,Singapore,30.0,21.7,4.8,CLOUDY
2023-11-27,95002,Singapore,Singapore,27.4,17.1,0.0,SUNNY
2023-11-28,33487,Kolkata,India,23.7,12.1,0.0,SUNNY
2023-11-28,39876,Mumbai,India,26.3,20.1,0.0,SUNNY
2023-11-28,41203,Delhi,India,20.1,9.6,0.0,SUNNY
2023-11-28,44512,Bangalore,India,23.7,14.8,0.0,PARTLY_CLOUDY
2023-11-28,47889,Chennai,India,29.7,18.3,0.0,SUNNY
2023-11-28,51234,Hyderabad,India,28.5,19.0,0.0,PARTLY_CLOUDY
2023-11-28,53901,Kochi,India,29.7,23.0,0.0,SUNNY
2023-11-28,56123,Bangalore,India,23.2,17.1,0.0,SUNNY
2023-11-28,58745,Ahmedabad,India,25.6,14.2,0.0,SUNNY
2023-11-28,62003,Delhi,India,20.2,8.4,0.0,SUNNY
2023-11-28,64301,Chandigarh,India,19.2,10.3,0.0,SUNNY
2023-11-28,66782,Mumbai,India,32.2,20.3,0.0,PARTLY_CLOUDY
2023-11-28,70001,Los Angeles,USA,22.5,13.0,0.7,CLOUDY
2023-11-28,70002,Minneapolis,USA,-0.4,-7.4,2.3,SNOWY
2023-11-28,70003,Dallas,USA,19.5,7.5,0.0,SUNNY
2023-11-28,70004,Washington DC,USA,14.3,5.8,0.0,PARTLY_CLOUDY
2023-11-28,70005,Philadelphia,USA,8.1,-1.3,0.0,PARTLY_CLOUDY
2023-11-28,80001,London,UK,11.4,6.0,7.3,RAINY
2023-11-28,80002,London,UK,11.7,5.7,0.0,PARTLY_CLOUDY
2023-11-28,80003,Manchester,UK,10.5,1.5,0.0,PARTLY_CLOUDY
2023-11-28,80004,Sheffield,UK,7.9,-3.0,0.6,CLOUDY
2023-11-28,90001,Dubai,UAE,24.3,15.1,0.0,SUNNY
2023-11-28,90002,Dubai,UAE,27.3,17.4,0.0,PARTLY_CLOUDY
2023-11-28,90003,Abu Dhabi,UAE,27.7,21.7,0.0,SUNNY
2023-11-28,95001,Singapore,Singapore,33.3,24.2,4.6,CLOUDY
2023-11-28,95002,Singapore,Singapore,28.8,19.8,6.2,RAINY
2023-11-29,33487,Kolkata,India,28.2,20.1,0.0,PARTLY_CLOUDY
2023-11-29,39876,Mumbai,India,33.5,26.7,0.0,PARTLY_CLOUDY
2023-11-29,41203,Delhi,India,20.0,12.9,0.0,SUNNY
2023-11-29,44512,Bangalore,India,22.6,11.5,0.0,SUNNY
2023-11-29,47889,Chennai,India,31.0,20.4,5.3,RAINY
2023-11-29,51234,Hyderabad,India,27.4,21.9,0.0,SUNNY
2023-11-29,53901,Kochi,India,27.8,22.3,0.0,PARTLY_CLOUDY
2023-11-29,56123,Bangalore,India,21.8,11.2,0.0,SUNNY
2023-11-29,58745,Ahmedabad,India,29.0,22.3,0.0,PARTLY_CLOUDY
2023-11-29,62003,Delhi,India,22.6,17.2,0.0,PARTLY_CLOUDY
2023-11-29,64301,Chandigarh,India,19.7,14.0,0.0,SUNNY
2023-11-29,66782,Mumbai,India,28.9,18.3,0.0,SUNNY
2023-11-29,70001,Los Angeles,USA,19.8,8.5,0.0,SUNNY
2023-11-29,70002,Minneapolis,USA,0.9,-10.3,0.0,PARTLY_CLOUDY
2023-11-29,70003,Dallas,USA,21.4,9.7,0.1,CLOUDY
2023-11-29,70004,Washington DC,USA,13.9,8.4,0.0,PARTLY_CLOUDY
2023-11-29,70005,Philadelphia,USA,7.9,-3.4,0.0,PARTLY_CLOUDY
2023-11-29,80001,London,UK,11.1,-0.6,0.0,SUNNY
2023-11-29,80002,London,UK,18.1,8.2,0.0,PARTLY_CLOUDY
2023-11-29,80003,Manchester,UK,7.7,1.2,10.7,RAINY
2023-11-29,80004,Sheffield,UK,14.0,7.0,0.6,CLOUDY
2023-11-29,90001,Dubai,UAE,28.0,16.1,0.0,SUNNY
2023-11-29,90002,Dubai,UAE,25.3,15.2,0.0,SUNNY
2023-11-29,90003,Abu Dhabi,UAE,24.4,12.5,0.0,SUNNY
2023-11-29,95001,Singapore,Singapore,30.8,19.9,0.0,PARTLY_CLOUDY
2023-11-29,95002,Singapore,Singapore,27.8,22.4,0.0,PARTLY_CLOUDY
2023-11-30,33487,Kolkata,India,28.4,21.5,0.0,SUNNY
2023-11-30,39876,Mumbai,India,33.9,28.6,0.0,PARTLY_CLOUDY
2023-11-30,41203,Delhi,India,25.0,15.0,0.7,CLOUDY
2023-11-30,44512,Bangalore,India,25.5,18.1,0.0,PARTLY_CLOUDY
2023-11-30,47889,Chennai,India,27.2,17.2,0.0,PARTLY_CLOUDY
2023-11-30,51234,Hyderabad,India,32.5,23.2,0.0,SUNNY
2023-11-30,53901,Kochi,India,33.3,27.2,0.0,SUNNY
2023-11-30,56123,Bangalore,India,25.9,15.3,0.0,PARTLY_CLOUDY
2023-11-30,58745,Ahmedabad,India,26.3,17.8,0.0,PARTLY_CLOUDY
2023-11-30,62003,Delhi,India,29.3,21.4,0.0,PARTLY_CLOUDY
2023-11-30,64301,Chandigarh,India,23.1,15.8,0.0,PARTLY_CLOUDY
2023-11-30,66782,Mumbai,India,29.3,21.9,0.0,SUNNY
2023-11-30,70001,Los Angeles,USA,18.2,11.4,2.6,CLOUDY
2023-11-30,70002,Minneapolis,USA,2.7,-7.5,0.0,SUNNY
2023-11-30,70003,Dallas,USA,15.5,8.7,2.0,CLOUDY
2023-11-30,70004,Washington DC,USA,12.9,4.4,0.0,PARTLY_CLOUDY
2023-11-30,70005,Philadelphia,USA,14.4,8.7,0.3,CLOUDY
2023-11-30,80001,London,UK,11.3,0.8,0.5,CLOUDY
2023-11-30,80002,London,UK,15.9,8.6,0.9,CLOUDY
2023-11-30,80003,Manchester,UK,9.6,-1.7,0.0,PARTLY_CLOUDY
2023-11-30,80004,Sheffield,UK,7.4,-4.1,0.0,SUNNY
2023-11-30,90001,Dubai,UAE,28.8,21.0,0.0,SUNNY
2023-11-30,90002,Dubai,UAE,24.6,17.2,0.2,CLOUDY
2023-11-30,90003,Abu Dhabi,UAE,23.5,15.4,0.0,PARTLY_CLOUDY
2023-11-30,95001,Singapore,Singapore,35.5,27.6,6.7,RAINY
2023-11-30,95002,Singapore,Singapore,28.3,23.0,0.5,CLOUDY
2023-12-01,33487,Kolkata,India,20.7,14.7,0.0,SUNNY
2023-12-01,39876,Mumbai,India,26.0,17.9,0.0,SUNNY
2023-12-01,41203,Delhi,India,20.3,15.0,0.0,PARTLY_CLOUDY
2023-12-01,44512,Bangalore,India,24.0,17.5,0.0,PARTLY_CLOUDY
2023-12-01,47889,Chennai,India,31.5,22.3,0.0,PARTLY_CLOUDY
2023-12-01,51234,Hyderabad,India,30.0,22.3,0.0,SUNNY
2023-12-01,53901,Kochi,India,29.9,18.8,0.0,PARTLY_CLOUDY
2023-12-01,56123,Bangalore,India,22.1,16.8,0.0,PARTLY_CLOUDY
2023-12-01,58745,Ahmedabad,India,26.9,15.8,0.0,SUNNY
2023-12-01,62003,Delhi,India,15.7,5.7,0.0,SUNNY
2023-12-01,64301,Chandigarh,India,17.6,9.3,0.0,SUNNY
2023-12-01,66782,Mumbai,India,24.5,17.5,0.0,PARTLY_CLOUDY
2023-12-01,70001,Los Angeles,USA,19.2,11.2,0.0,SUNNY
2023-12-01,70002,Minneapolis,USA,-5.0,-13.0,0.0,SUNNY
2023-12-01,70003,Dallas,USA,11.7,5.5,0.0,PARTLY_CLOUDY
2023-12-01,70004,Washington DC,USA,11.8,2.7,0.8,CLOUDY
2023-12-01,70005,Philadelphia,USA,4.7,-2.8,0.0,SUNNY
2023-12-01,80001,London,UK,7.2,-3.0,0.0,SUNNY
2023-12-01,80002,London,UK,6.7,-4.1,0.0,PARTLY_CLOUDY
2023-12-01,80003,Manchester,UK,9.0,-1.5,2.6,CLOUDY
2023-12-01,80004,Sheffield,UK,8.2,0.8,0.0,PARTLY_CLOUDY
2023-12-01,90001,Dubai,UAE,26.2,15.5,0.0,SUNNY
2023-12-01,90002,Dubai,UAE,23.0,12.9,0.0,SUNNY
2023-12-01,90003,Abu Dhabi,UAE,22.9,17.7,0.0,SUNNY
2023-12-01,95001,Singapore,Singapore,29.3,23.4,3.8,CLOUDY
2023-12-01,95002,Singapore,Singapore,30.5,19.5,1.2,CLOUDY
2023-12-02,33487,Kolkata,India,23.6,12.7,0.0,SUNNY
2023-12-02,39876,Mumbai,India,30.3,20.3,0.0,PARTLY_CLOUDY
2023-12-02,41203,Delhi,India,16.1,9.5,0.0,PARTLY_CLOUDY
2023-12-02,44512,Bangalore,India,25.5,16.2,0.0,SUNNY
2023-12-02,47889,Chennai,India,27.9,19.8,0.4,CLOUDY
2023-12-02,51234,Hyderabad,India,23.7,17.6,0.0,PARTLY_CLOUDY
2023-12-02,53901,Kochi,India,30.9,19.8,0.0,SUNNY
2023-12-02,56123,Bangalore,India,22.2,16.3,0.0,PARTLY_CLOUDY
2023-12-02,58745,Ahmedabad,India,23.4,17.4,0.1,CLOUDY
2023-12-02,62003,Delhi,India,15.4,8.5,0.6,CLOUDY
2023-12-02,64301,Chandigarh,India,18.7,13.6,0.0,PARTLY_CLOUDY
2023-12-02,66782,Mumbai,India,25.0,14.3,0.0,SUNNY
2023-12-02,70001,Los Angeles,USA,17.7,12.0,0.0,SUNNY
2023-12-02,70002,Minneapolis,USA,-3.3,-12.8,0.0,SNOWY
2023-12-02,70003,Dallas,USA,11.9,6.9,0.0,SUNNY
2023-12-02,70004,Washington DC,USA,5.1,-2.0,2.0,CLOUDY
2023-12-02,70005,Philadelphia,USA,5.6,-4.4,3.0,CLOUDY
2023-12-02,80001,London,UK,13.0,1.3,0.0,SUNNY
2023-12-02,80002,London,UK,9.8,-1.1,1.2,CLOUDY
2023-12-02,80003,Manchester,UK,8.3,1.3,0.0,SUNNY
2023-12-02,80004,Sheffield,UK,10.5,-1.1,0.0,SUNNY
2023-12-02,90001,Dubai,UAE,20.9,15.5,0.0,SUNNY
2023-12-02,90002,Dubai,UAE,25.0,19.8,0.0,PARTLY_CLOUDY
2023-12-02,90003,Abu Dhabi,UAE,20.5,13.7,0.0,SUNNY
2023-12-02,95001,Singapore,Singapore,36.7,31.4,0.0,SUNNY
2023-12-02,95002,Singapore,Singapore,27.3,16.0,7.8,RAINY
2023-12-03,33487,Kolkata,India,21.9,14.8,0.0,SUNNY
2023-12-03,39876,Mumbai,India,28.4,19.8,0.3,CLOUDY
2023-12-03,41203,Delhi,India,17.5,11.3,0.0,SUNNY
2023-12-03,44512,Bangalore,India,21.6,13.5,0.0,SUNNY
2023-12-03,47889,Chennai,India,27.8,21.8,0.0,SUNNY
2023-12-03,51234,Hyderabad,India,25.9,18.7,0.0,SUNNY
2023-12-03,53901,Kochi,India,29.7,22.9,0.8,CLOUDY
2023-12-03,56123,Bangalore,India,23.6,13.2,0.8,CLOUDY
2023-12-03,58745,Ahmedabad,India,25.2,19.4,0.0,PARTLY_CLOUDY
2023-12-03,62003,Delhi,India,20.2,14.6,1.4,CLOUDY
2023-12-03,64301,Chandigarh,India,13.9,3.9,0.0,PARTLY_CLOUDY
2023-12-03,66782,Mumbai,India,24.8,18.0,0.0,PARTLY_CLOUDY
2023-12-03,70001,Los Angeles,USA,15.0,7.7,0.0,SUNNY
2023-12-03,70002,Minneapolis,USA,-3.0,-9.5,0.0,SNOWY
2023-12-03,70003,Dallas,USA,11.4,1.0,0.0,SUNNY
2023-12-03,70004,Washington DC,USA,6.8,-0.1,2.3,CLOUDY
2023-12-03,70005,Philadelphia,USA,11.8,2.1,0.8,CLOUDY
2023-12-03,80001,London,UK,8.4,0.3,7.2,RAINY
2023-12-03,80002,London,UK,6.7,-4.2,0.0,SUNNY
2023-12-03,80003,Manchester,UK,7.5,-2.0,0.0,SUNNY
2023-12-03,80004,Sheffield,UK,12.6,4.9,0.7,CLOUDY
2023-12-03,90001,Dubai,UAE,23.6,11.8,0.0,SUNNY
2023-12-03,90002,Dubai,UAE,22.1,10.8,0.0,SUNNY
2023-12-03,90003,Abu Dhabi,UAE,25.6,13.8,0.0,PARTLY_CLOUDY
2023-12-03,95001,Singapore,Singapore,30.0,19.7,13.2,RAINY
2023-12-03,95002,Singapore,Singapore,30.1,18.2,0.0,PARTLY_CLOUDY
2023-12-04,33487,Kolkata,India,21.9,10.4,0.9,CLOUDY
2023-12-04,39876,Mumbai,India,31.1,22.7,0.0,SUNNY
2023-12-04,41203,Delhi,India,15.6,10.3,0.0,PARTLY_CLOUDY
2023-12-04,44512,Bangalore,India,27.2,21.1,0.0,SUNNY
2023-12-04,47889,Chennai,India,28.6,19.9,0.0,SUNNY
2023-12-04,51234,Hyderabad,India,28.1,18.5,0.0,SUNNY
2023-12-04,53901,Kochi,India,29.5,19.5,3.3,CLOUDY
2023-12-04,56123,Bangalore,India,26.1,14.6,0.0,PARTLY_CLOUDY
2023-12-04,58745,Ahmedabad,India,28.0,18.4,0.0,SUNNY
2023-12-04,62003,Delhi,India,16.7,10.6,0.0,SUNNY
2023-12-04,64301,Chandigarh,India,17.4,9.4,0.0,SUNNY
2023-12-04,66782,Mumbai,India,24.5,17.0,0.0,PARTLY_CLOUDY
2023-12-04,70001,Los Angeles,USA,15.1,6.2,0.0,SUNNY
2023-12-04,70002,Minneapolis,USA,-5.6,-12.0,0.0,SNOWY
2023-12-04,70003,Dallas,USA,12.4,1.8,0.0,SUNNY
2023-12-04,70004,Washington DC,USA,5.1,-2.0,0.0,SUNNY
2023-12-04,70005,Philadelphia,USA,4.2,-4.5,0.0,SNOWY
2023-12-04,80001,London,UK,9.4,4.4,0.0,SUNNY
2023-12-04,80002,London,UK,10.1,-1.2,0.0,PARTLY_CLOUDY
2023-12-04,80003,Manchester,UK,9.0,0.8,0.0,SUNNY
2023-12-04,80004,Sheffield,UK,7.5,2.0,0.0,SUNNY
2023-12-04,90001,Dubai,UAE,25.3,17.6,0.9,CLOUDY
2023-12-04,90002,Dubai,UAE,23.0,11.6,0.0,SUNNY
2023-12-04,90003,Abu Dhabi,UAE,23.9,15.5,0.1,CLOUDY
2023-12-04,95001,Singapore,Singapore,30.5,25.3,0.6,CLOUDY
2023-12-04,95002,Singapore,Singapore,30.4,24.5,0.8,CLOUDY
2023-12-05,33487,Kolkata,India,22.6,14.5,0.0,SUNNY
2023-12-05,39876,Mumbai,India,36.7,27.8,0.0,PARTLY_CLOUDY
2023-12-05,41203,Delhi,India,15.6,6.8,0.0,SUNNY
2023-12-05,44512,Bangalore,India,21.3,14.5,0.0,PARTLY_CLOUDY
2023-12-05,47889,Chennai,India,27.4,16.7,0.0,SUNNY
2023-12-05,51234,Hyderabad,India,22.8,16.1,0.0,PARTLY_CLOUDY
2023-12-05,53901,Kochi,India,35.7,27.5,0.0,SUNNY
2023-12-05,56123,Bangalore,India,23.4,15.7,0.4,CLOUDY
2023-12-05,58745,Ahmedabad,India,21.8,11.9,0.0,PARTLY_CLOUDY
2023-12-05,62003,Delhi,India,15.2,8.1,0.0,SUNNY
2023-12-05,64301,Chandigarh,India,17.3,7.9,0.0,SUNNY
2023-12-05,66782,Mumbai,India,27.6,22.4,0.0,SUNNY
2023-12-05,70001,Los Angeles,USA,20.9,12.8,3.3,CLOUDY
2023-12-05,70002,Minneapolis,USA,-6.5,-14.6,3.8,CLOUDY
2023-12-05,70003,Dallas,USA,23.1,17.5,0.0,PARTLY_CLOUDY
2023-12-05,70004,Washington DC,USA,6.5,-1.9,0.0,SUNNY
2023-12-05,70005,Philadelphia,USA,3.4,-3.0,9.7,RAINY
2023-12-05,80001,London,UK,12.4,6.6,0.0,PARTLY_CLOUDY
2023-12-05,80002,London,UK,7.6,-0.8,0.0,SUNNY
2023-12-05,80003,Manchester,UK,6.3,-0.5,0.4,CLOUDY
2023-12-05,80004,Sheffield,UK,6.4,-4.3,1.8,CLOUDY
2023-12-05,90001,Dubai,UAE,22.5,15.3,0.7,CLOUDY
2023-12-05,90002,Dubai,UAE,25.6,18.3,0.0,PARTLY_CLOUDY
2023-12-05,90003,Abu Dhabi,UAE,24.2,12.4,0.0,SUNNY
2023-12-05,95001,Singapore,Singapore,30.5,20.9,0.0,PARTLY_CLOUDY
2023-12-05,95002,Singapore,Singapore,30.1,20.7,3.0,CLOUDY
2023-12-06,33487,Kolkata,India,21.9,11.4,0.0,SUNNY
2023-12-06,39876,Mumbai,India,27.2,17.9,0.0,SUNNY
2023-12-06,41203,Delhi,India,17.6,5.7,0.0,SUNNY
2023-12-06,44512,Bangalore,India,21.3,14.4,0.0,SUNNY
2023-12-06,47889,Chennai,India,36.0,29.2,0.7,CLOUDY
2023-12-06,51234,Hyderabad,India,29.4,17.9,0.0,SUNNY
2023-12-06,53901,Kochi,India,29.7,23.0,0.3,CLOUDY
2023-12-06,56123,Bangalore,India,21.9,11.6,0.0,SUNNY
2023-12-06,58745,Ahmedabad,India,24.0,17.2,0.0,SUNNY
2023-12-06,62003,Delhi,India,20.0,12.1,0.0,PARTLY_CLOUDY
2023-12-06,64301,Chandigarh,India,14.6,7.1,0.0,PARTLY_CLOUDY
2023-12-06,66782,Mumbai,India,24.5,15.0,0.3,CLOUDY
2023-12-06,70001,Los Angeles,USA,15.9,9.3,0.0,SUNNY
2023-12-06,70002,Minneapolis,USA,-5.0,-12.8,0.2,SNOWY
2023-12-06,70003,Dallas,USA,11.6,0.8,0.0,PARTLY_CLOUDY
2023-12-06,70004,Washington DC,USA,8.6,3.1,0.0,SUNNY
2023-12-06,70005,Philadelphia,USA,10.0,5.0,0.0,PARTLY_CLOUDY
2023-12-06,80001,London,UK,9.1,1.4,0.0,SUNNY
2023-12-06,80002,London,UK,8.3,-3.3,0.0,SUNNY
2023-12-06,80003,Manchester,UK,7.3,2.0,5.8,RAINY
2023-12-06,80004,Sheffield,UK,6.9,-2.9,0.0,SUNNY
2023-12-06,90001,Dubai,UAE,26.6,15.2,0.0,SUNNY
2023-12-06,90002,Dubai,UAE,24.2,15.4,0.0,PARTLY_CLOUDY
2023-12-06,90003,Abu Dhabi,UAE,24.5,14.7,0.0,SUNNY
2023-12-06,95001,Singapore,Singapore,37.1,31.0,3.6,CLOUDY
2023-12-06,95002,Singapore,Singapore,27.1,15.8,0.8,CLOUDY
2023-12-07,33487,Kolkata,India,24.3,14.6,0.0,SUNNY
2023-12-07,39876,Mumbai,India,26.1,15.0,0.0,SUNNY
2023-12-07,41203,Delhi,India,17.2,12.2,0.0,SUNNY
2023-12-07,44512,Bangalore,India,29.8,18.1,0.0,SUNNY
2023-12-07,47889,Chennai,India,28.9,21.0,0.0,SUNNY
2023-12-07,51234,Hyderabad,India,25.9,18.7,0.0,PARTLY_CLOUDY
2023-12-07,53901,Kochi,India,27.3,21.3,0.0,SUNNY
2023-12-07,56123,Bangalore,India,25.3,13.9,0.7,CLOUDY
2023-12-07,58745,Ahmedabad,India,25.4,14.5,0.4,CLOUDY
2023-12-07,62003,Delhi,India,15.2,4.1,0.0,SUNNY
2023-12-07,64301,Chandigarh,India,17.8,10.3,0.0,SUNNY
2023-12-07,66782,Mumbai,India,25.4,16.9,0.0,SUNNY
2023-12-07,70001,Los Angeles,USA,15.9,10.4,0.0,PARTLY_CLOUDY
2023-12-07,70002,Minneapolis,USA,-4.0,-10.1,0.0,SUNNY
2023-12-07,70003,Dallas,USA,10.8,-0.2,0.0,PARTLY_CLOUDY
2023-12-07,70004,Washington DC,USA,5.9,-4.2,4.5,CLOUDY
2023-12-07,70005,Philadelphia,USA,8.2,-0.3,0.0,PARTLY_CLOUDY
2023-12-07,80001,London,UK,6.1,-3.4,0.7,CLOUDY
2023-12-07,80002,London,UK,9.7,2.3,0.0,PARTLY_CLOUDY
2023-12-07,80003,Manchester,UK,9.8,-1.8,0.0,SUNNY
2023-12-07,80004,Sheffield,UK,6.9,-3.1,1.9,CLOUDY
2023-12-07,90001,Dubai,UAE,22.7,13.2,0.0,PARTLY_CLOUDY
2023-12-07,90002,Dubai,UAE,24.1,13.6,0.0,SUNNY
2023-12-07,90003,Abu Dhabi,UAE,22.5,16.0,0.0,SUNNY
2023-12-07,95001,Singapore,Singapore,27.6,19.4,0.0,SUNNY
2023-12-07,95002,Singapore,Singapore,27.3,16.2,7.1,RAINY
2023-12-08,33487,Kolkata,India,22.7,13.4,1.4,CLOUDY
2023-12-08,39876,Mumbai,India,35.5,26.0,0.0,SUNNY
2023-12-08,41203,Delhi,India,19.4,10.9,0.0,PARTLY_CLOUDY
2023-12-08,44512,Bangalore,India,21.3,9.5,0.6,CLOUDY
2023-12-08,47889,Chennai,India,32.0,23.7,0.0,SUNNY
2023-12-08,51234,Hyderabad,India,22.5,15.0,0.0,SUNNY
2023-12-08,53901,Kochi,India,27.1,17.4,0.0,PARTLY_CLOUDY
2023-12-08,56123,Bangalore,India,24.1,16.6,0.3,CLOUDY
2023-12-08,58745,Ahmedabad,India,22.9,16.0,0.0,PARTLY_CLOUDY
2023-12-08,62003,Delhi,India,23.9,14.1,0.0,SUNNY
2023-12-08,64301,Chandigarh,India,18.2,12.7,0.0,SUNNY
2023-12-08,66782,Mumbai,India,27.3,20.0,0.0,SUNNY
2023-12-08,70001,Los Angeles,USA,16.6,6.4,0.0,PARTLY_CLOUDY
2023-12-08,70002,Minneapolis,USA,-2.9,-13.9,0.0,SUNNY
2023-12-08,70003,Dallas,USA,17.1,11.2,0.0,SUNNY
2023-12-08,70004,Washington DC,USA,4.8,-4.7,0.0,SUNNY
2023-12-08,70005,Philadelphia,USA,7.2,1.5,0.0,SUNNY
2023-12-08,80001,London,UK,9.5,2.3,1.9,CLOUDY
2023-12-08,80002,London,UK,11.8,2.4,0.0,PARTLY_CLOUDY
2023-12-08,80003,Manchester,UK,8.3,2.9,0.0,PARTLY_CLOUDY
2023-12-08,80004,Sheffield,UK,8.7,-0.8,1.6,CLOUDY
2023-12-08,90001,Dubai,UAE,20.7,11.0,0.0,PARTLY_CLOUDY
2023-12-08,90002,Dubai,UAE,21.5,11.9,0.0,SUNNY
2023-12-08,90003,Abu Dhabi,UAE,22.9,17.0,0.0,SUNNY
2023-12-08,95001,Singapore,Singapore,33.9,24.7,5.4,RAINY
2023-12-08,95002,Singapore,Singapore,27.2,17.0,4.2,CLOUDY
2023-12-09,33487,Kolkata,India,25.6,19.5,0.0,SUNNY
2023-12-09,39876,Mumbai,India,24.4,15.1,0.0,SUNNY
2023-12-09,41203,Delhi,India,20.7,10.0,0.0,PARTLY_CLOUDY
2023-12-09,44512,Bangalore,India,25.9,19.0,0.0,SUNNY
2023-12-09,47889,Chennai,India,29.0,20.5,0.7,CLOUDY
