rate_date,from_currency,to_currency,rate
2023-11-04,INR,USD,0.012129
2023-11-04,GBP,USD,1.09027
2023-11-04,AED,USD,0.272119
2023-11-04,SGD,USD,0.705183
2023-11-04,USD,USD,1.0
2023-11-05,INR,USD,0.012085
2023-11-05,GBP,USD,1.082543
2023-11-05,AED,USD,0.272112
2023-11-05,SGD,USD,0.704375
2023-11-05,USD,USD,1.0
2023-11-06,INR,USD,0.012114
2023-11-06,GBP,USD,1.084984
2023-11-06,AED,USD,0.272108
2023-11-06,SGD,USD,0.7059
2023-11-06,USD,USD,1.0
2023-11-07,INR,USD,0.012147
2023-11-07,GBP,USD,1.087222
2023-11-07,AED,USD,0.272101
2023-11-07,SGD,USD,0.707953
2023-11-07,USD,USD,1.0
2023-11-08,INR,USD,0.0122
2023-11-08,GBP,USD,1.090833
2023-11-08,AED,USD,0.272131
2023-11-08,SGD,USD,0.709826
2023-11-08,USD,USD,1.0
2023-11-09,INR,USD,0.012225
2023-11-09,GBP,USD,1.084843
2023-11-09,AED,USD,0.272112
2023-11-09,SGD,USD,0.709738
2023-11-09,USD,USD,1.0
2023-11-10,INR,USD,0.012173
2023-11-10,GBP,USD,1.081592
2023-11-10,AED,USD,0.272127
2023-11-10,SGD,USD,0.708412
2023-11-10,USD,USD,1.0
2023-11-11,INR,USD,0.012189
2023-11-11,GBP,USD,1.074238
2023-11-11,AED,USD,0.272118
2023-11-11,SGD,USD,0.710481
2023-11-11,USD,USD,1.0
2023-11-12,INR,USD,0.012194
2023-11-12,GBP,USD,1.075797
2023-11-12,AED,USD,0.272148
2023-11-12,SGD,USD,0.713109
2023-11-12,USD,USD,1.0
2023-11-13,INR,USD,0.012166
2023-11-13,GBP,USD,1.082952
2023-11-13,AED,USD,0.272137
2023-11-13,SGD,USD,0.713085
2023-11-13,USD,USD,1.0
2023-11-14,INR,USD,0.012166
2023-11-14,GBP,USD,1.08881
2023-11-14,AED,USD,0.272118
2023-11-14,SGD,USD,0.71401
2023-11-14,USD,USD,1.0
2023-11-15,INR,USD,0.012181
2023-11-15,GBP,USD,1.093258
2023-11-15,AED,USD,0.272114
2023-11-15,SGD,USD,0.716055
2023-11-15,USD,USD,1.0
2023-11-16,INR,USD,0.012158
2023-11-16,GBP,USD,1.099583
2023-11-16,AED,USD,0.27212
2023-11-16,SGD,USD,0.71323
2023-11-16,USD,USD,1.0
2023-11-17,INR,USD,0.01217
2023-11-17,GBP,USD,1.100563
2023-11-17,AED,USD,0.272114
2023-11-17,SGD,USD,0.711755
2023-11-17,USD,USD,1.0
2023-11-18,INR,USD,0.012162
2023-11-18,GBP,USD,1.092579
2023-11-18,AED,USD,0.272143
2023-11-18,SGD,USD,0.709493
2023-11-18,USD,USD,1.0
2023-11-19,INR,USD,0.01214
2023-11-19,GBP,USD,1.098887
2023-11-19,AED,USD,0.272153
2023-11-19,SGD,USD,0.710954
2023-11-19,USD,USD,1.0
2023-11-20,INR,USD,0.012186
2023-11-20,GBP,USD,1.097146
2023-11-20,AED,USD,0.272135
2023-11-20,SGD,USD,0.712669
2023-11-20,USD,USD,1.0
2023-11-21,INR,USD,0.01221
2023-11-21,GBP,USD,1.095326
2023-11-21,AED,USD,0.272113
2023-11-21,SGD,USD,0.715188
2023-11-21,USD,USD,1.0
2023-11-22,INR,USD,0.012226
2023-11-22,GBP,USD,1.087757
2023-11-22,AED,USD,0.272127
2023-11-22,SGD,USD,0.712284
2023-11-22,USD,USD,1.0
2023-11-23,INR,USD,0.012211
2023-11-23,GBP,USD,1.081603
2023-11-23,AED,USD,0.272116
2023-11-23,SGD,USD,0.710615
2023-11-23,USD,USD,1.0
2023-11-24,INR,USD,0.012191
2023-11-24,GBP,USD,1.085544
2023-11-24,AED,USD,0.272121
2023-11-24,SGD,USD,0.711894
2023-11-24,USD,USD,1.0
2023-11-25,INR,USD,0.012224
2023-11-25,GBP,USD,1.083494
2023-11-25,AED,USD,0.272122
2023-11-25,SGD,USD,0.712992
2023-11-25,USD,USD,1.0
2023-11-26,INR,USD,0.012275
2023-11-26,GBP,USD,1.0884
2023-11-26,AED,USD,0.272146
2023-11-26,SGD,USD,0.715065
2023-11-26,USD,USD,1.0
2023-11-27,INR,USD,0.012307
2023-11-27,GBP,USD,1.078641
2023-11-27,AED,USD,0.272161
2023-11-27,SGD,USD,0.715509
2023-11-27,USD,USD,1.0
2023-11-28,INR,USD,0.012308
2023-11-28,GBP,USD,1.075765
2023-11-28,AED,USD,0.272154
2023-11-28,SGD,USD,0.716365
2023-11-28,USD,USD,1.0
2023-11-29,INR,USD,0.012333
2023-11-29,GBP,USD,1.067662
2023-11-29,AED,USD,0.272158
2023-11-29,SGD,USD,0.715238
2023-11-29,USD,USD,1.0
2023-11-30,INR,USD,0.012303
2023-11-30,GBP,USD,1.069763
2023-11-30,AED,USD,0.272152
2023-11-30,SGD,USD,0.713914
2023-11-30,USD,USD,1.0
2023-12-01,INR,USD,0.012278
2023-12-01,GBP,USD,1.071267
2023-12-01,AED,USD,0.272152
2023-12-01,SGD,USD,0.71172
2023-12-01,USD,USD,1.0
2023-12-02,INR,USD,0.012251
2023-12-02,GBP,USD,1.070269
2023-12-02,AED,USD,0.272159
2023-12-02,SGD,USD,0.709616
2023-12-02,USD,USD,1.0
2023-12-03,INR,USD,0.012265
2023-12-03,GBP,USD,1.06582
2023-12-03,AED,USD,0.272205
2023-12-03,SGD,USD,0.707737
2023-12-03,USD,USD,1.0
2023-12-04,INR,USD,0.01224
2023-12-04,GBP,USD,1.066849
2023-12-04,AED,USD,0.27219
2023-12-04,SGD,USD,0.709411
2023-12-04,USD,USD,1.0
2023-12-05,INR,USD,0.012295
2023-12-05,GBP,USD,1.064754
2023-12-05,AED,USD,0.272193
2023-12-05,SGD,USD,0.708382
2023-12-05,USD,USD,1.0
2023-12-06,INR,USD,0.012294
2023-12-06,GBP,USD,1.07245
2023-12-06,AED,USD,0.272208
2023-12-06,SGD,USD,0.706579
2023-12-06,USD,USD,1.0
2023-12-07,INR,USD,0.012341
2023-12-07,GBP,USD,1.078736
2023-12-07,AED,USD,0.272217
2023-12-07,SGD,USD,0.705271
2023-12-07,USD,USD,1.0
2023-12-08,INR,USD,0.012342
2023-12-08,GBP,USD,1.074406
2023-12-08,AED,USD,0.272225
2023-12-08,SGD,USD,0.70465
2023-12-08,USD,USD,1.0
2023-12-09,INR,USD,0.012272
2023-12-09,GBP,USD,1.079419
2023-12-09,AED,USD,0.272228
2023-12-09,SGD,USD,0.706819
2023-12-09,USD,USD,1.0
2023-12-10,INR,USD,0.012267
2023-12-10,GBP,USD,1.080431
2023-12-10,AED,USD,0.272247
2023-12-10,SGD,USD,0.707608
2023-12-10,USD,USD,1.0
2023-12-11,INR,USD,0.012275
2023-12-11,GBP,USD,1.098062
2023-12-11,AED,USD,0.272244
2023-12-11,SGD,USD,0.707958
2023-12-11,USD,USD,1.0
2023-12-12,INR,USD,0.012327
2023-12-12,GBP,USD,1.093602
2023-12-12,AED,USD,0.272226
2023-12-12,SGD,USD,0.705101
2023-12-12,USD,USD,1.0
2023-12-13,INR,USD,0.012343
2023-12-13,GBP,USD,1.097042
2023-12-13,AED,USD,0.272239
2023-12-13,SGD,USD,0.702412
2023-12-13,USD,USD,1.0
2023-12-14,INR,USD,0.012373
2023-12-14,GBP,USD,1.103667
2023-12-14,AED,USD,0.272237
2023-12-14,SGD,USD,0.702488
2023-12-14,USD,USD,1.0
2023-12-15,INR,USD,0.012394
2023-12-15,GBP,USD,1.105697
2023-12-15,AED,USD,0.272248
2023-12-15,SGD,USD,0.70034
2023-12-15,USD,USD,1.0
2023-12-16,INR,USD,0.012387
2023-12-16,GBP,USD,1.098947
2023-12-16,AED,USD,0.272259
2023-12-16,SGD,USD,0.701404
2023-12-16,USD,USD,1.0
2023-12-17,INR,USD,0.012383
2023-12-17,GBP,USD,1.100578
2023-12-17,AED,USD,0.272232
2023-12-17,SGD,USD,0.703123
2023-12-17,USD,USD,1.0
2023-12-18,INR,USD,0.012368
2023-12-18,GBP,USD,1.10128
2023-12-18,AED,USD,0.272252
2023-12-18,SGD,USD,0.701628
2023-12-18,USD,USD,1.0
2023-12-19,INR,USD,0.012404
2023-12-19,GBP,USD,1.101955
2023-12-19,AED,USD,0.272252
2023-12-19,SGD,USD,0.702746
2023-12-19,USD,USD,1.0
2023-12-20,INR,USD,0.012364
2023-12-20,GBP,USD,1.105245
2023-12-20,AED,USD,0.272253
2023-12-20,SGD,USD,0.704825
2023-12-20,USD,USD,1.0
2023-12-21,INR,USD,0.012357
2023-12-21,GBP,USD,1.103209
2023-12-21,AED,USD,0.272259
2023-12-21,SGD,USD,0.704717
2023-12-21,USD,USD,1.0
2023-12-22,INR,USD,0.012319
2023-12-22,GBP,USD,1.102118
2023-12-22,AED,USD,0.272281
2023-12-22,SGD,USD,0.704542
2023-12-22,USD,USD,1.0
2023-12-23,INR,USD,0.012291
2023-12-23,GBP,USD,1.106087
2023-12-23,AED,USD,0.272249
2023-12-23,SGD,USD,0.700331
2023-12-23,USD,USD,1.0
2023-12-24,INR,USD,0.01229
2023-12-24,GBP,USD,1.107082
2023-12-24,AED,USD,0.272253
2023-12-24,SGD,USD,0.698572
2023-12-24,USD,USD,1.0
2023-12-25,INR,USD,0.012285
2023-12-25,GBP,USD,1.099292
2023-12-25,AED,USD,0.272257
2023-12-25,SGD,USD,0.695392
2023-12-25,USD,USD,1.0
2023-12-26,INR,USD,0.012279
2023-12-26,GBP,USD,1.100728
2023-12-26,AED,USD,0.272227
2023-12-26,SGD,USD,0.694374
2023-12-26,USD,USD,1.0
2023-12-27,INR,USD,0.012303
2023-12-27,GBP,USD,1.10934
2023-12-27,AED,USD,0.272201
2023-12-27,SGD,USD,0.695054
2023-12-27,USD,USD,1.0
2023-12-28,INR,USD,0.012263
2023-12-28,GBP,USD,1.10183
2023-12-28,AED,USD,0.272228
2023-12-28,SGD,USD,0.696383
2023-12-28,USD,USD,1.0
2023-12-29,INR,USD,0.012238
2023-12-29,GBP,USD,1.103033
2023-12-29,AED,USD,0.272239
2023-12-29,SGD,USD,0.696752
2023-12-29,USD,USD,1.0
2023-12-30,INR,USD,0.012306
2023-12-30,GBP,USD,1.106392
2023-12-30,AED,USD,0.272188
2023-12-30,SGD,USD,0.69619
2023-12-30,USD,USD,1.0
2023-12-31,INR,USD,0.012283
2023-12-31,GBP,USD,1.10524
2023-12-31,AED,USD,0.272188
2023-12-31,SGD,USD,0.694917
2023-12-31,USD,USD,1.0
2024-01-01,INR,USD,0.012248
2024-01-01,GBP,USD,1.112846
2024-01-01,AED,USD,0.272199
2024-01-01,SGD,USD,0.693608
2024-01-01,USD,USD,1.0
2024-01-02,INR,USD,0.012268
2024-01-02,GBP,USD,1.116625
2024-01-02,AED,USD,0.27222
2024-01-02,SGD,USD,0.691547
2024-01-02,USD,USD,1.0
2024-01-03,INR,USD,0.012291
2024-01-03,GBP,USD,1.113196
2024-01-03,AED,USD,0.27224
2024-01-03,SGD,USD,0.691181
2024-01-03,USD,USD,1.0
2024-01-04,INR,USD,0.01222
2024-01-04,GBP,USD,1.11338
2024-01-04,AED,USD,0.27221
2024-01-04,SGD,USD,0.690766
2024-01-04,USD,USD,1.0
2024-01-05,INR,USD,0.012218
2024-01-05,GBP,USD,1.111117
2024-01-05,AED,USD,0.272184
2024-01-05,SGD,USD,0.688596
2024-01-05,USD,USD,1.0
2024-01-06,INR,USD,0.012191
2024-01-06,GBP,USD,1.109714
2024-01-06,AED,USD,0.272206
2024-01-06,SGD,USD,0.689992
2024-01-06,USD,USD,1.0
2024-01-07,INR,USD,0.012175
2024-01-07,GBP,USD,1.116847
2024-01-07,AED,USD,0.272183
2024-01-07,SGD,USD,0.691345
2024-01-07,USD,USD,1.0
2024-01-08,INR,USD,0.012169
2024-01-08,GBP,USD,1.118164
2024-01-08,AED,USD,0.272194
2024-01-08,SGD,USD,0.690025
2024-01-08,USD,USD,1.0
2024-01-09,INR,USD,0.012193
2024-01-09,GBP,USD,1.118097
2024-01-09,AED,USD,0.272235
2024-01-09,SGD,USD,0.689441
2024-01-09,USD,USD,1.0
2024-01-10,INR,USD,0.012231
2024-01-10,GBP,USD,1.121735
2024-01-10,AED,USD,0.272215
2024-01-10,SGD,USD,0.692116
2024-01-10,USD,USD,1.0
2024-01-11,INR,USD,0.012197
2024-01-11,GBP,USD,1.109174
2024-01-11,AED,USD,0.272229
2024-01-11,SGD,USD,0.694228
2024-01-11,USD,USD,1.0
2024-01-12,INR,USD,0.012198
2024-01-12,GBP,USD,1.107702
2024-01-12,AED,USD,0.272257
2024-01-12,SGD,USD,0.695641
2024-01-12,USD,USD,1.0
2024-01-13,INR,USD,0.012177
2024-01-13,GBP,USD,1.111779
2024-01-13,AED,USD,0.272235
2024-01-13,SGD,USD,0.694551
2024-01-13,USD,USD,1.0
2024-01-14,INR,USD,0.012144
2024-01-14,GBP,USD,1.099507
2024-01-14,AED,USD,0.272215
2024-01-14,SGD,USD,0.696972
2024-01-14,USD,USD,1.0
2024-01-15,INR,USD,0.012109
2024-01-15,GBP,USD,1.096449
2024-01-15,AED,USD,0.272195
2024-01-15,SGD,USD,0.698696
2024-01-15,USD,USD,1.0
2024-01-16,INR,USD,0.012109
2024-01-16,GBP,USD,1.09915
2024-01-16,AED,USD,0.272193
2024-01-16,SGD,USD,0.696391
2024-01-16,USD,USD,1.0
2024-01-17,INR,USD,0.012078
2024-01-17,GBP,USD,1.103784
2024-01-17,AED,USD,0.272192
2024-01-17,SGD,USD,0.697933
2024-01-17,USD,USD,1.0
2024-01-18,INR,USD,0.011981
2024-01-18,GBP,USD,1.109962
2024-01-18,AED,USD,0.272184
2024-01-18,SGD,USD,0.702256
2024-01-18,USD,USD,1.0
2024-01-19,INR,USD,0.011965
2024-01-19,GBP,USD,1.110106
2024-01-19,AED,USD,0.272195
2024-01-19,SGD,USD,0.700526
2024-01-19,USD,USD,1.0
2024-01-20,INR,USD,0.01199
2024-01-20,GBP,USD,1.106488
2024-01-20,AED,USD,0.272217
2024-01-20,SGD,USD,0.702114
2024-01-20,USD,USD,1.0
2024-01-21,INR,USD,0.012004
2024-01-21,GBP,USD,1.102443
2024-01-21,AED,USD,0.272214
2024-01-21,SGD,USD,0.702722
2024-01-21,USD,USD,1.0
2024-01-22,INR,USD,0.011942
2024-01-22,GBP,USD,1.099368
2024-01-22,AED,USD,0.27223
2024-01-22,SGD,USD,0.700211
2024-01-22,USD,USD,1.0
2024-01-23,INR,USD,0.01198
2024-01-23,GBP,USD,1.095879
2024-01-23,AED,USD,0.272235
2024-01-23,SGD,USD,0.697948
2024-01-23,USD,USD,1.0
2024-01-24,INR,USD,0.011994
2024-01-24,GBP,USD,1.098423
2024-01-24,AED,USD,0.272255
2024-01-24,SGD,USD,0.700643
2024-01-24,USD,USD,1.0
2024-01-25,INR,USD,0.012031
2024-01-25,GBP,USD,1.099566
2024-01-25,AED,USD,0.272234
2024-01-25,SGD,USD,0.703289
2024-01-25,USD,USD,1.0
2024-01-26,INR,USD,0.01199
2024-01-26,GBP,USD,1.097124
2024-01-26,AED,USD,0.272246
2024-01-26,SGD,USD,0.704185
2024-01-26,USD,USD,1.0
2024-01-27,INR,USD,0.012038
2024-01-27,GBP,USD,1.097088
2024-01-27,AED,USD,0.272218
2024-01-27,SGD,USD,0.703647
2024-01-27,USD,USD,1.0
2024-01-28,INR,USD,0.012042
2024-01-28,GBP,USD,1.095137
2024-01-28,AED,USD,0.272242
2024-01-28,SGD,USD,0.703164
2024-01-28,USD,USD,1.0
2024-01-29,INR,USD,0.011998
2024-01-29,GBP,USD,1.097703
2024-01-29,AED,USD,0.272222
2024-01-29,SGD,USD,0.706572
2024-01-29,USD,USD,1.0
2024-01-30,INR,USD,0.012005
2024-01-30,GBP,USD,1.089953
2024-01-30,AED,USD,0.272241
2024-01-30,SGD,USD,0.711344
2024-01-30,USD,USD,1.0
2024-01-31,INR,USD,0.011944
2024-01-31,GBP,USD,1.094911
2024-01-31,AED,USD,0.272249
2024-01-31,SGD,USD,0.71171
2024-01-31,USD,USD,1.0
2024-02-01,INR,USD,0.011953
2024-02-01,GBP,USD,1.097615
2024-02-01,AED,USD,0.272237
2024-02-01,SGD,USD,0.714574
2024-02-01,USD,USD,1.0
2024-02-02,INR,USD,0.011912
2024-02-02,GBP,USD,1.108488
2024-02-02,AED,USD,0.272263
2024-02-02,SGD,USD,0.712186
2024-02-02,USD,USD,1.0
2024-02-03,INR,USD,0.01191
2024-02-03,GBP,USD,1.116434
2024-02-03,AED,USD,0.272255
2024-02-03,SGD,USD,0.71187
2024-02-03,USD,USD,1.0
2024-02-04,INR,USD,0.011898
2024-02-04,GBP,USD,1.123008
2024-02-04,AED,USD,0.272244
2024-02-04,SGD,USD,0.711861
2024-02-04,USD,USD,1.0
2024-02-05,INR,USD,0.011913
2024-02-05,GBP,USD,1.121819
2024-02-05,AED,USD,0.272229
2024-02-05,SGD,USD,0.70917
2024-02-05,USD,USD,1.0
2024-02-06,INR,USD,0.011866
2024-02-06,GBP,USD,1.115155
2024-02-06,AED,USD,0.2722
2024-02-06,SGD,USD,0.707722
2024-02-06,USD,USD,1.0
2024-02-07,INR,USD,0.011875
2024-02-07,GBP,USD,1.115445
2024-02-07,AED,USD,0.272186
2024-02-07,SGD,USD,0.705694
2024-02-07,USD,USD,1.0
2024-02-08,INR,USD,0.011844
2024-02-08,GBP,USD,1.107656
2024-02-08,AED,USD,0.272165
2024-02-08,SGD,USD,0.707135
2024-02-08,USD,USD,1.0
2024-02-09,INR,USD,0.011801
2024-02-09,GBP,USD,1.107739
2024-02-09,AED,USD,0.272154
2024-02-09,SGD,USD,0.71203
2024-02-09,USD,USD,1.0
2024-02-10,INR,USD,0.011747
2024-02-10,GBP,USD,1.108804
2024-02-10,AED,USD,0.272148
2024-02-10,SGD,USD,0.710487
2024-02-10,USD,USD,1.0
2024-02-11,INR,USD,0.011756
2024-02-11,GBP,USD,1.10966
2024-02-11,AED,USD,0.27213
2024-02-11,SGD,USD,0.711357
2024-02-11,USD,USD,1.0
2024-02-12,INR,USD,0.011766
2024-02-12,GBP,USD,1.116992
2024-02-12,AED,USD,0.272119
2024-02-12,SGD,USD,0.71434
2024-02-12,USD,USD,1.0
2024-02-13,INR,USD,0.011759
2024-02-13,GBP,USD,1.10591
2024-02-13,AED,USD,0.272128
2024-02-13,SGD,USD,0.714186
2024-02-13,USD,USD,1.0
2024-02-14,INR,USD,0.011732
2024-02-14,GBP,USD,1.11111
2024-02-14,AED,USD,0.27212
2024-02-14,SGD,USD,0.716259
2024-02-14,USD,USD,1.0
2024-02-15,INR,USD,0.011729
2024-02-15,GBP,USD,1.115305
2024-02-15,AED,USD,0.272132
2024-02-15,SGD,USD,0.717232
2024-02-15,USD,USD,1.0
2024-02-16,INR,USD,0.011698
2024-02-16,GBP,USD,1.120472
2024-02-16,AED,USD,0.272132
2024-02-16,SGD,USD,0.721326
2024-02-16,USD,USD,1.0
2024-02-17,INR,USD,0.011711
2024-02-17,GBP,USD,1.124707
2024-02-17,AED,USD,0.272119
2024-02-17,SGD,USD,0.720507
2024-02-17,USD,USD,1.0
2024-02-18,INR,USD,0.011713
2024-02-18,GBP,USD,1.118078
2024-02-18,AED,USD,0.272099
2024-02-18,SGD,USD,0.720297
2024-02-18,USD,USD,1.0
2024-02-19,INR,USD,0.01171
2024-02-19,GBP,USD,1.119203
2024-02-19,AED,USD,0.272118
2024-02-19,SGD,USD,0.719491
2024-02-19,USD,USD,1.0
2024-02-20,INR,USD,0.011729
2024-02-20,GBP,USD,1.118374
2024-02-20,AED,USD,0.272115
2024-02-20,SGD,USD,0.720027
2024-02-20,USD,USD,1.0
2024-02-21,INR,USD,0.011667
2024-02-21,GBP,USD,1.118733
2024-02-21,AED,USD,0.272104
2024-02-21,SGD,USD,0.718143
2024-02-21,USD,USD,1.0
2024-02-22,INR,USD,0.011611
2024-02-22,GBP,USD,1.116225
2024-02-22,AED,USD,0.272072
2024-02-22,SGD,USD,0.719928
2024-02-22,USD,USD,1.0
2024-02-23,INR,USD,0.011603
2024-02-23,GBP,USD,1.106789
2024-02-23,AED,USD,0.27206
2024-02-23,SGD,USD,0.721482
2024-02-23,USD,USD,1.0
2024-02-24,INR,USD,0.011585
2024-02-24,GBP,USD,1.105207
2024-02-24,AED,USD,0.272054
2024-02-24,SGD,USD,0.721231
2024-02-24,USD,USD,1.0
2024-02-25,INR,USD,0.011535
2024-02-25,GBP,USD,1.10494
2024-02-25,AED,USD,0.272044
2024-02-25,SGD,USD,0.727307
2024-02-25,USD,USD,1.0
2024-02-26,INR,USD,0.011528
2024-02-26,GBP,USD,1.102392
2024-02-26,AED,USD,0.272061
2024-02-26,SGD,USD,0.726996
2024-02-26,USD,USD,1.0
2024-02-27,INR,USD,0.011534
2024-02-27,GBP,USD,1.097533
2024-02-27,AED,USD,0.272088
2024-02-27,SGD,USD,0.725716
2024-02-27,USD,USD,1.0
2024-02-28,INR,USD,0.011544
2024-02-28,GBP,USD,1.1038
2024-02-28,AED,USD,0.272083
2024-02-28,SGD,USD,0.725727
2024-02-28,USD,USD,1.0
2024-02-29,INR,USD,0.01156
2024-02-29,GBP,USD,1.10759
2024-02-29,AED,USD,0.272064
2024-02-29,SGD,USD,0.726112
2024-02-29,USD,USD,1.0
2024-03-01,INR,USD,0.011532
2024-03-01,GBP,USD,1.103423
2024-03-01,AED,USD,0.272053
2024-03-01,SGD,USD,0.72863
2024-03-01,USD,USD,1.0
2024-03-02,INR,USD,0.011578
2024-03-02,GBP,USD,1.117993
2024-03-02,AED,USD,0.272052
2024-03-02,SGD,USD,0.726906
2024-03-02,USD,USD,1.0
2024-03-03,INR,USD,0.011548
2024-03-03,GBP,USD,1.127072
2024-03-03,AED,USD,0.272026
2024-03-03,SGD,USD,0.726265
2024-03-03,USD,USD,1.0
2024-03-04,INR,USD,0.011531
2024-03-04,GBP,USD,1.137041
2024-03-04,AED,USD,0.272008
2024-03-04,SGD,USD,0.728548
2024-03-04,USD,USD,1.0
2024-03-05,INR,USD,0.011568
2024-03-05,GBP,USD,1.136071
2024-03-05,AED,USD,0.272016
2024-03-05,SGD,USD,0.725388
2024-03-05,USD,USD,1.0
2024-03-06,INR,USD,0.011565
2024-03-06,GBP,USD,1.134827
2024-03-06,AED,USD,0.271972
2024-03-06,SGD,USD,0.726255
2024-03-06,USD,USD,1.0
2024-03-07,INR,USD,0.011575
2024-03-07,GBP,USD,1.125169
2024-03-07,AED,USD,0.271948
2024-03-07,SGD,USD,0.724725
2024-03-07,USD,USD,1.0
2024-03-08,INR,USD,0.011558
2024-03-08,GBP,USD,1.123419
2024-03-08,AED,USD,0.271932
2024-03-08,SGD,USD,0.722669
2024-03-08,USD,USD,1.0
2024-03-09,INR,USD,0.011566
2024-03-09,GBP,USD,1.120717
2024-03-09,AED,USD,0.27193
2024-03-09,SGD,USD,0.72221
2024-03-09,USD,USD,1.0
2024-03-10,INR,USD,0.011579
2024-03-10,GBP,USD,1.119832
2024-03-10,AED,USD,0.271944
2024-03-10,SGD,USD,0.722432
2024-03-10,USD,USD,1.0
2024-03-11,INR,USD,0.011604
2024-03-11,GBP,USD,1.126878
2024-03-11,AED,USD,0.271919
2024-03-11,SGD,USD,0.724334
2024-03-11,USD,USD,1.0
2024-03-12,INR,USD,0.011655
2024-03-12,GBP,USD,1.121354
2024-03-12,AED,USD,0.271919
2024-03-12,SGD,USD,0.723613
2024-03-12,USD,USD,1.0
2024-03-13,INR,USD,0.011667
2024-03-13,GBP,USD,1.124282
2024-03-13,AED,USD,0.271907
2024-03-13,SGD,USD,0.726322
2024-03-13,USD,USD,1.0
2024-03-14,INR,USD,0.011641
2024-03-14,GBP,USD,1.123485
2024-03-14,AED,USD,0.271925
2024-03-14,SGD,USD,0.730366
2024-03-14,USD,USD,1.0
2024-03-15,INR,USD,0.011625
2024-03-15,GBP,USD,1.127908
2024-03-15,AED,USD,0.271929
2024-03-15,SGD,USD,0.727109
2024-03-15,USD,USD,1.0
2024-03-16,INR,USD,0.011597
2024-03-16,GBP,USD,1.121067
2024-03-16,AED,USD,0.27192
2024-03-16,SGD,USD,0.726262
2024-03-16,USD,USD,1.0
2024-03-17,INR,USD,0.011597
2024-03-17,GBP,USD,1.128294
2024-03-17,AED,USD,0.271927
2024-03-17,SGD,USD,0.731756
2024-03-17,USD,USD,1.0
2024-03-18,INR,USD,0.011589
2024-03-18,GBP,USD,1.132777
2024-03-18,AED,USD,0.271934
2024-03-18,SGD,USD,0.734899
2024-03-18,USD,USD,1.0
2024-03-19,INR,USD,0.011577
2024-03-19,GBP,USD,1.137598
2024-03-19,AED,USD,0.271962
2024-03-19,SGD,USD,0.733411
2024-03-19,USD,USD,1.0
2024-03-20,INR,USD,0.011574
2024-03-20,GBP,USD,1.140478
2024-03-20,AED,USD,0.271955
2024-03-20,SGD,USD,0.731605
2024-03-20,USD,USD,1.0
2024-03-21,INR,USD,0.011626
2024-03-21,GBP,USD,1.139144
2024-03-21,AED,USD,0.271985
2024-03-21,SGD,USD,0.730563
2024-03-21,USD,USD,1.0
2024-03-22,INR,USD,0.011619
2024-03-22,GBP,USD,1.143715
2024-03-22,AED,USD,0.271981
2024-03-22,SGD,USD,0.728715
2024-03-22,USD,USD,1.0
2024-03-23,INR,USD,0.011597
2024-03-23,GBP,USD,1.145273
2024-03-23,AED,USD,0.27197
2024-03-23,SGD,USD,0.728909
2024-03-23,USD,USD,1.0
2024-03-24,INR,USD,0.011531
2024-03-24,GBP,USD,1.142042
2024-03-24,AED,USD,0.271967
2024-03-24,SGD,USD,0.727862
2024-03-24,USD,USD,1.0
2024-03-25,INR,USD,0.011501
2024-03-25,GBP,USD,1.136954
2024-03-25,AED,USD,0.271968
2024-03-25,SGD,USD,0.730948
2024-03-25,USD,USD,1.0
2024-03-26,INR,USD,0.01146
2024-03-26,GBP,USD,1.135358
2024-03-26,AED,USD,0.271985
2024-03-26,SGD,USD,0.731653
2024-03-26,USD,USD,1.0
2024-03-27,INR,USD,0.011456
2024-03-27,GBP,USD,1.132768
2024-03-27,AED,USD,0.271985
2024-03-27,SGD,USD,0.731455
2024-03-27,USD,USD,1.0
2024-03-28,INR,USD,0.011392
2024-03-28,GBP,USD,1.128675
2024-03-28,AED,USD,0.271951
2024-03-28,SGD,USD,0.734149
2024-03-28,USD,USD,1.0
2024-03-29,INR,USD,0.011415
2024-03-29,GBP,USD,1.124186
2024-03-29,AED,USD,0.271965
2024-03-29,SGD,USD,0.739274
2024-03-29,USD,USD,1.0
2024-03-30,INR,USD,0.011397
2024-03-30,GBP,USD,1.131556
2024-03-30,AED,USD,0.271971
2024-03-30,SGD,USD,0.73879
2024-03-30,USD,USD,1.0
2024-03-31,INR,USD,0.011364
2024-03-31,GBP,USD,1.128376
2024-03-31,AED,USD,0.271965
2024-03-31,SGD,USD,0.733967
2024-03-31,USD,USD,1.0
2024-04-01,INR,USD,0.011378
2024-04-01,GBP,USD,1.126534
2024-04-01,AED,USD,0.271972
2024-04-01,SGD,USD,0.733107
2024-04-01,USD,USD,1.0
2024-04-02,INR,USD,0.011464
2024-04-02,GBP,USD,1.11715
2024-04-02,AED,USD,0.271956
2024-04-02,SGD,USD,0.734586
2024-04-02,USD,USD,1.0
2024-04-03,INR,USD,0.011531
2024-04-03,GBP,USD,1.111563
2024-04-03,AED,USD,0.271988
2024-04-03,SGD,USD,0.73269
2024-04-03,USD,USD,1.0
2024-04-04,INR,USD,0.011568
2024-04-04,GBP,USD,1.111971
2024-04-04,AED,USD,0.272026
2024-04-04,SGD,USD,0.736413
2024-04-04,USD,USD,1.0
2024-04-05,INR,USD,0.011548
2024-04-05,GBP,USD,1.12853
2024-04-05,AED,USD,0.272007
